fixed_acidity,fixed_acidity__is_outlier,volatile_acidity,volatile_acidity__is_outlier,citric_acid,citric_acid__is_outlier,residual_sugar,residual_sugar__is_outlier,chlorides,chlorides__is_outlier,free_sulfur_dioxide,free_sulfur_dioxide__is_outlier,total_sulfur_dioxide,total_sulfur_dioxide__is_outlier,density,density__is_outlier,ph,ph__is_outlier,sulphates,sulphates__is_outlier,alcohol,alcohol__is_outlier,quality,quality__is_outlier
7.5,0,0.51,0,0.02,0,1.7,0,0.084,0,13.0,0,31.0,0,0.99538,0,3.36,0,0.54,0,10.5,0,6,0
10.5,0,0.24,0,0.47,0,2.1,0,0.066,0,6.0,0,24.0,0,0.9978,0,3.15,0,0.9,0,11.0,0,7,0
7.7,0,0.26,0,0.26,0,2.0,0,0.052,0,19.0,0,77.0,0,0.9951,0,3.15,0,0.79,0,10.9,0,6,0
11.5,0,0.59,0,0.59,0,2.6,0,0.087,0,13.0,0,49.0,0,0.9988,0,3.18,0,0.65,0,11.0,0,6,0
10.5,0,0.24,0,0.47,0,2.1,0,0.066,0,6.0,0,24.0,0,0.9978,0,3.15,0,0.9,0,11.0,0,7,0
6.9,0,0.765,0,0.02,0,2.3,0,0.063,0,35.0,0,63.0,0,0.9975,0,3.57,0,0.78,0,9.9,0,5,0
7.6,0,1.58,1,0.0,0,2.1,0,0.137,1,5.0,0,9.0,0,0.99476,0,3.5,0,0.4,0,10.9,0,3,1
8.9,0,0.61,0,0.49,0,2.0,0,0.27,1,23.0,0,110.0,0,0.9972,0,3.12,0,1.02,1,9.3,0,5,0
9.1,0,0.4,0,0.5,0,1.8,0,0.071,0,7.0,0,16.0,0,0.99462,0,3.21,0,0.69,0,12.5,0,8,1
6.0,0,0.33,0,0.32,0,12.9,1,0.054,0,6.0,0,113.0,0,0.99572,0,3.3,0,0.56,0,11.5,0,4,0
6.9,0,0.635,0,0.17,0,2.4,0,0.241,1,6.0,0,18.0,0,0.9961,0,3.4,0,0.59,0,10.3,0,6,0
7.3,0,0.48,0,0.32,0,2.1,0,0.062,0,31.0,0,54.0,0,0.99728,0,3.3,0,0.65,0,10.0,0,7,0
10.6,0,0.83,0,0.37,0,2.6,0,0.086,0,26.0,0,70.0,0,0.9981,0,3.16,0,0.52,0,9.9,0,5,0
6.6,0,0.39,0,0.49,0,1.7,0,0.07,0,23.0,0,149.0,1,0.9922,1,3.12,0,0.5,0,11.5,0,6,0
8.3,0,0.615,0,0.22,0,2.6,0,0.087,0,6.0,0,19.0,0,0.9982,0,3.26,0,0.61,0,9.3,0,5,0
9.5,0,0.39,0,0.41,0,8.9,1,0.069,0,18.0,0,39.0,0,0.99859,0,3.29,0,0.81,0,10.9,0,7,0
6.9,0,0.39,0,0.24,0,2.1,0,0.102,0,4.0,0,7.0,0,0.99462,0,3.44,0,0.58,0,11.4,0,4,0
9.4,0,0.27,0,0.53,0,2.4,0,0.074,0,6.0,0,18.0,0,0.9962,0,3.2,0,1.13,1,12.0,0,7,0
8.3,0,0.31,0,0.39,0,2.4,0,0.078,0,17.0,0,43.0,0,0.99444,0,3.31,0,0.77,0,12.5,0,7,0
8.2,0,1.33,1,0.0,0,1.7,0,0.081,0,3.0,0,12.0,0,0.9964,0,3.53,0,0.49,0,10.9,0,5,0
9.1,0,0.66,0,0.15,0,3.2,0,0.097,0,9.0,0,59.0,0,0.99976,0,3.28,0,0.54,0,9.6,0,5,0
12.4,1,0.35,0,0.49,0,2.6,0,0.079,0,27.0,0,69.0,0,0.9994,0,3.12,0,0.75,0,10.4,0,6,0
6.7,0,0.75,0,0.01,0,2.4,0,0.078,0,17.0,0,32.0,0,0.9955,0,3.55,0,0.61,0,12.8,0,6,0
6.6,0,0.63,0,0.0,0,4.3,1,0.093,0,51.0,1,77.5,0,0.99558,0,3.2,0,0.45,0,9.5,0,5,0
11.0,0,0.3,0,0.58,0,2.1,0,0.054,0,7.0,0,19.0,0,0.998,0,3.31,0,0.88,0,10.5,0,7,0
8.4,0,0.745,0,0.11,0,1.9,0,0.09,0,16.0,0,63.0,0,0.9965,0,3.19,0,0.82,0,9.6,0,5,0
7.8,0,0.5,0,0.12,0,1.8,0,0.178,1,6.0,0,21.0,0,0.996,0,3.28,0,0.87,0,9.8,0,6,0
7.7,0,0.61,0,0.18,0,2.4,0,0.083,0,6.0,0,20.0,0,0.9963,0,3.29,0,0.6,0,10.2,0,6,0
9.5,0,0.55,0,0.66,0,2.3,0,0.387,1,12.0,0,37.0,0,0.9982,0,3.17,0,0.67,0,9.6,0,5,0
8.2,0,0.78,0,0.0,0,2.2,0,0.089,0,13.0,0,26.0,0,0.9978,0,3.37,0,0.46,0,9.6,0,4,0
9.5,0,0.57,0,0.27,0,2.3,0,0.082,0,23.0,0,144.0,1,0.99782,0,3.27,0,0.55,0,9.4,0,5,0
13.2,1,0.38,0,0.55,0,2.7,0,0.081,0,5.0,0,16.0,0,1.0006,0,2.98,0,0.54,0,9.4,0,5,0
10.0,0,0.35,0,0.47,0,2.0,0,0.061,0,6.0,0,11.0,0,0.99585,0,3.23,0,0.52,0,12.0,0,6,0
9.0,0,0.44,0,0.49,0,2.4,0,0.078,0,26.0,0,121.0,0,0.9978,0,3.23,0,0.58,0,9.2,0,5,0
6.7,0,0.58,0,0.08,0,1.8,0,0.097,0,15.0,0,65.0,0,0.9959,0,3.28,0,0.54,0,9.2,0,5,0
12.9,1,0.5,0,0.55,0,2.8,0,0.072,0,7.0,0,24.0,0,1.00012,0,3.09,0,0.68,0,10.9,0,6,0
7.6,0,0.52,0,0.12,0,3.0,0,0.067,0,12.0,0,53.0,0,0.9971,0,3.36,0,0.57,0,9.1,0,5,0
11.0,0,0.2,0,0.48,0,2.0,0,0.343,1,6.0,0,18.0,0,0.9979,0,3.3,0,0.71,0,10.5,0,5,0
11.3,0,0.37,0,0.41,0,2.3,0,0.088,0,6.0,0,16.0,0,0.9988,0,3.09,0,0.8,0,9.3,0,5,0
7.0,0,0.6,0,0.12,0,2.2,0,0.083,0,13.0,0,28.0,0,0.9966,0,3.52,0,0.62,0,10.2,0,7,0
6.1,0,0.38,0,0.15,0,1.8,0,0.072,0,6.0,0,19.0,0,0.9955,0,3.42,0,0.57,0,9.4,0,5,0
10.3,0,0.59,0,0.42,0,2.8,0,0.09,0,35.0,0,73.0,0,0.999,0,3.28,0,0.7,0,9.5,0,6,0
9.2,0,0.67,0,0.1,0,3.0,0,0.091,0,12.0,0,48.0,0,0.99888,0,3.31,0,0.54,0,9.5,0,6,0
9.5,0,0.46,0,0.24,0,2.7,0,0.092,0,14.0,0,44.0,0,0.998,0,3.12,0,0.74,0,10.0,0,6,0
10.4,0,0.28,0,0.54,0,2.7,0,0.105,0,5.0,0,19.0,0,0.9988,0,3.25,0,0.63,0,9.5,0,5,0
8.7,0,0.7,0,0.24,0,2.5,0,0.226,1,5.0,0,15.0,0,0.9991,0,3.32,0,0.6,0,9.0,0,6,0
8.1,0,0.87,0,0.0,0,2.2,0,0.084,0,10.0,0,31.0,0,0.99656,0,3.25,0,0.5,0,9.8,0,5,0
5.6,0,0.915,0,0.0,0,2.1,0,0.041,1,17.0,0,78.0,0,0.99346,0,3.68,1,0.73,0,11.4,0,5,0
6.1,0,0.32,0,0.25,0,2.3,0,0.071,0,23.0,0,58.0,0,0.99633,0,3.42,0,0.97,0,10.6,0,5,0
7.1,0,0.68,0,0.0,0,2.2,0,0.073,0,12.0,0,22.0,0,0.9969,0,3.48,0,0.5,0,9.3,0,5,0
7.2,0,0.52,0,0.07,0,1.4,0,0.074,0,5.0,0,20.0,0,0.9973,0,3.32,0,0.81,0,9.6,0,6,0
12.5,1,0.6,0,0.49,0,4.3,1,0.1,0,5.0,0,14.0,0,1.001,0,3.25,0,0.74,0,11.9,0,6,0
7.7,0,0.28,0,0.3,0,2.0,0,0.062,0,18.0,0,34.0,0,0.9952,0,3.28,0,0.9,0,11.3,0,7,0
7.8,0,0.59,0,0.33,0,2.0,0,0.074,0,24.0,0,120.0,0,0.9968,0,3.25,0,0.54,0,9.4,0,5,0
9.1,0,0.76,0,0.68,0,1.7,0,0.414,1,18.0,0,64.0,0,0.99652,0,2.9,1,1.33,1,9.1,0,6,0
10.8,0,0.4,0,0.41,0,2.2,0,0.084,0,7.0,0,17.0,0,0.9984,0,3.08,0,0.67,0,9.3,0,6,0
9.0,0,0.43,0,0.34,0,2.5,0,0.08,0,26.0,0,86.0,0,0.9987,0,3.38,0,0.62,0,9.5,0,6,0
6.8,0,0.775,0,0.0,0,3.0,0,0.102,0,8.0,0,23.0,0,0.9965,0,3.45,0,0.56,0,10.7,0,5,0
12.2,0,0.45,0,0.49,0,1.4,0,0.075,0,3.0,0,6.0,0,0.9969,0,3.13,0,0.63,0,10.4,0,5,0
8.5,0,0.34,0,0.44,0,1.7,0,0.079,0,6.0,0,12.0,0,0.99605,0,3.52,0,0.63,0,10.7,0,5,0
7.1,0,0.43,0,0.42,0,5.5,1,0.07,0,29.0,0,129.0,1,0.9973,0,3.42,0,0.72,0,10.5,0,5,0
6.8,0,0.77,0,0.0,0,1.8,0,0.066,0,34.0,0,52.0,0,0.9976,0,3.62,0,0.68,0,9.9,0,5,0
5.9,0,0.395,0,0.13,0,2.4,0,0.056,0,14.0,0,28.0,0,0.99362,0,3.62,0,0.67,0,12.4,0,6,0
10.4,0,0.24,0,0.49,0,1.8,0,0.075,0,6.0,0,20.0,0,0.9977,0,3.18,0,1.06,1,11.0,0,6,0
7.4,0,0.55,0,0.19,0,1.8,0,0.082,0,15.0,0,34.0,0,0.99655,0,3.49,0,0.68,0,10.5,0,5,0
7.9,0,0.33,0,0.41,0,1.5,0,0.056,0,6.0,0,35.0,0,0.99396,0,3.29,0,0.71,0,11.0,0,6,0
6.9,0,0.49,0,0.19,0,1.7,0,0.079,0,13.0,0,26.0,0,0.99547,0,3.38,0,0.64,0,9.8,0,6,0
9.3,0,0.48,0,0.29,0,2.1,0,0.127,1,6.0,0,16.0,0,0.9968,0,3.22,0,0.72,0,11.2,0,5,0
7.7,0,0.6,0,0.0,0,2.6,0,0.055,0,7.0,0,13.0,0,0.99639,0,3.38,0,0.56,0,10.8,0,5,0
7.0,0,0.805,0,0.0,0,2.5,0,0.068,0,7.0,0,20.0,0,0.9969,0,3.48,0,0.56,0,9.6,0,5,0
5.6,0,0.85,0,0.05,0,1.4,0,0.045,0,12.0,0,88.0,0,0.9924,1,3.56,0,0.82,0,12.9,0,8,1
8.8,0,0.47,0,0.49,0,2.9,0,0.085,0,17.0,0,110.0,0,0.9982,0,3.29,0,0.6,0,9.8,0,5,0
8.7,0,0.78,0,0.51,0,1.7,0,0.415,1,12.0,0,66.0,0,0.99623,0,3.0,0,1.17,1,9.2,0,5,0
8.4,0,0.56,0,0.04,0,2.0,0,0.082,0,10.0,0,22.0,0,0.9976,0,3.22,0,0.44,0,9.6,0,5,0
9.7,0,0.66,0,0.34,0,2.6,0,0.094,0,12.0,0,88.0,0,0.99796,0,3.26,0,0.66,0,10.1,0,5,0
13.3,1,0.43,0,0.58,0,1.9,0,0.07,0,15.0,0,40.0,0,1.0004,0,3.06,0,0.49,0,9.0,0,5,0
7.3,0,0.34,0,0.33,0,2.5,0,0.064,0,21.0,0,37.0,0,0.9952,0,3.35,0,0.77,0,12.1,0,7,0
8.9,0,0.48,0,0.24,0,2.85,0,0.094,0,35.0,0,106.0,0,0.9982,0,3.1,0,0.53,0,9.2,0,5,0
9.8,0,0.34,0,0.39,0,1.4,0,0.066,0,3.0,0,7.0,0,0.9947,0,3.19,0,0.55,0,11.4,0,7,0
10.2,0,0.33,0,0.46,0,1.9,0,0.081,0,6.0,0,9.0,0,0.99628,0,3.1,0,0.48,0,10.4,0,6,0
10.7,0,0.9,0,0.34,0,6.6,1,0.112,0,23.0,0,99.0,0,1.00289,1,3.22,0,0.68,0,9.3,0,5,0
7.0,0,0.57,0,0.02,0,2.0,0,0.072,0,17.0,0,26.0,0,0.99575,0,3.36,0,0.61,0,10.2,0,5,0
7.7,0,0.965,0,0.1,0,2.1,0,0.112,0,11.0,0,22.0,0,0.9963,0,3.26,0,0.5,0,9.5,0,5,0
13.3,1,0.34,0,0.52,0,3.2,0,0.094,0,17.0,0,53.0,0,1.0014,1,3.05,0,0.81,0,9.5,0,6,0
8.0,0,0.77,0,0.32,0,2.1,0,0.079,0,16.0,0,74.0,0,0.99656,0,3.27,0,0.5,0,9.8,0,6,0
6.4,0,0.885,0,0.0,0,2.3,0,0.166,1,6.0,0,12.0,0,0.99551,0,3.56,0,0.51,0,10.8,0,5,0
9.3,0,0.39,0,0.44,0,2.1,0,0.107,0,34.0,0,125.0,0,0.9978,0,3.14,0,1.22,1,9.5,0,5,0
8.8,0,0.61,0,0.3,0,2.8,0,0.088,0,17.0,0,46.0,0,0.9976,0,3.26,0,0.51,0,9.3,0,4,0
5.6,0,0.5,0,0.09,0,2.3,0,0.049,0,17.0,0,99.0,0,0.9937,0,3.63,0,0.63,0,13.0,0,5,0
10.2,0,0.4,0,0.4,0,2.5,0,0.068,0,41.0,0,54.0,0,0.99754,0,3.38,0,0.86,0,10.5,0,6,0
11.2,0,0.4,0,0.5,0,2.0,0,0.099,0,19.0,0,50.0,0,0.99783,0,3.1,0,0.58,0,10.4,0,5,0
9.2,0,0.53,0,0.24,0,2.6,0,0.078,0,28.0,0,139.0,1,0.99788,0,3.21,0,0.57,0,9.5,0,5,0
6.6,0,0.44,0,0.09,0,2.2,0,0.063,0,9.0,0,18.0,0,0.99444,0,3.42,0,0.69,0,11.3,0,6,0
9.0,0,0.82,0,0.05,0,2.4,0,0.081,0,26.0,0,96.0,0,0.99814,0,3.36,0,0.53,0,10.0,0,5,0
7.3,0,0.59,0,0.26,0,7.2,1,0.07,0,35.0,0,121.0,0,0.9981,0,3.37,0,0.49,0,9.4,0,5,0
8.7,0,0.52,0,0.09,0,2.5,0,0.091,0,20.0,0,49.0,0,0.9976,0,3.34,0,0.86,0,10.6,0,7,0
6.4,0,0.36,0,0.21,0,2.2,0,0.047,0,26.0,0,48.0,0,0.99661,0,3.47,0,0.77,0,9.7,0,6,0
10.0,0,0.73,0,0.43,0,2.3,0,0.059,0,15.0,0,31.0,0,0.9966,0,3.15,0,0.57,0,11.0,0,5,0
9.6,0,0.56,0,0.31,0,2.8,0,0.089,0,15.0,0,46.0,0,0.9979,0,3.11,0,0.92,0,10.0,0,6,0
6.2,0,0.36,0,0.24,0,2.2,0,0.095,0,19.0,0,42.0,0,0.9946,0,3.57,0,0.57,0,11.7,0,6,0
9.5,0,0.885,0,0.27,0,2.3,0,0.084,0,31.0,0,145.0,1,0.9978,0,3.24,0,0.53,0,9.4,0,5,0
6.2,0,0.44,0,0.39,0,2.5,0,0.077,0,6.0,0,14.0,0,0.99555,0,3.51,0,0.69,0,11.0,0,6,0
6.2,0,0.64,0,0.09,0,2.5,0,0.081,0,15.0,0,26.0,0,0.99538,0,3.57,0,0.63,0,12.0,0,5,0
6.2,0,0.46,0,0.17,0,1.6,0,0.073,0,7.0,0,11.0,0,0.99425,0,3.61,0,0.54,0,11.4,0,5,0
5.6,0,0.605,0,0.05,0,2.4,0,0.073,0,19.0,0,25.0,0,0.99258,0,3.56,0,0.55,0,12.9,0,5,0
9.8,0,1.24,1,0.34,0,2.0,0,0.079,0,32.0,0,151.0,1,0.998,0,3.15,0,0.53,0,9.5,0,5,0
10.4,0,0.33,0,0.63,0,2.8,0,0.084,0,5.0,0,22.0,0,0.9998,0,3.26,0,0.74,0,11.2,0,7,0
11.5,0,0.54,0,0.71,0,4.4,1,0.124,1,6.0,0,15.0,0,0.9984,0,3.01,0,0.83,0,11.8,0,7,0
8.4,0,0.56,0,0.08,0,2.1,0,0.105,0,16.0,0,44.0,0,0.9958,0,3.13,0,0.52,0,11.0,0,5,0
7.6,0,0.735,0,0.02,0,2.5,0,0.071,0,10.0,0,14.0,0,0.99538,0,3.51,0,0.71,0,11.7,0,7,0
6.0,0,0.51,0,0.0,0,2.1,0,0.064,0,40.0,0,54.0,0,0.995,0,3.54,0,0.93,0,10.7,0,6,0
9.0,0,0.785,0,0.24,0,1.7,0,0.078,0,10.0,0,21.0,0,0.99692,0,3.29,0,0.67,0,10.0,0,5,0
6.7,0,0.86,0,0.07,0,2.0,0,0.1,0,20.0,0,57.0,0,0.99598,0,3.6,0,0.74,0,11.7,0,6,0
10.0,0,0.35,0,0.45,0,2.5,0,0.092,0,20.0,0,88.0,0,0.99918,0,3.15,0,0.43,0,9.4,0,5,0
5.6,0,0.62,0,0.03,0,1.5,0,0.08,0,6.0,0,13.0,0,0.99498,0,3.66,0,0.62,0,10.1,0,4,0
9.6,0,0.88,0,0.28,0,2.4,0,0.086,0,30.0,0,147.0,1,0.9979,0,3.24,0,0.53,0,9.4,0,5,0
13.4,1,0.27,0,0.62,0,2.6,0,0.082,0,6.0,0,21.0,0,1.0002,0,3.16,0,0.67,0,9.7,0,6,0
9.0,0,0.48,0,0.32,0,2.8,0,0.084,0,21.0,0,122.0,0,0.9984,0,3.32,0,0.62,0,9.4,0,5,0
9.8,0,0.66,0,0.39,0,3.2,0,0.083,0,21.0,0,59.0,0,0.9989,0,3.37,0,0.71,0,11.5,0,7,0
7.5,0,0.58,0,0.03,0,4.1,1,0.08,0,27.0,0,46.0,0,0.99592,0,3.02,0,0.47,0,9.2,0,5,0
7.6,0,0.36,0,0.31,0,1.7,0,0.079,0,26.0,0,65.0,0,0.99716,0,3.46,0,0.62,0,9.5,0,6,0
7.3,0,0.55,0,0.03,0,1.6,0,0.072,0,17.0,0,42.0,0,0.9956,0,3.37,0,0.48,0,9.0,0,4,0
5.6,0,0.615,0,0.0,0,1.6,0,0.089,0,16.0,0,59.0,0,0.9943,0,3.58,0,0.52,0,9.9,0,5,0
8.0,0,0.42,0,0.17,0,2.0,0,0.073,0,6.0,0,18.0,0,0.9972,0,3.29,0,0.61,0,9.2,0,6,0
7.9,0,0.33,0,0.23,0,1.7,0,0.077,0,18.0,0,45.0,0,0.99625,0,3.29,0,0.65,0,9.3,0,5,0
10.0,0,0.69,0,0.11,0,1.4,0,0.084,0,8.0,0,24.0,0,0.99578,0,2.88,1,0.47,0,9.7,0,5,0
7.8,0,0.53,0,0.01,0,1.6,0,0.077,0,3.0,0,19.0,0,0.995,0,3.16,0,0.46,0,9.8,0,5,0
7.4,0,0.635,0,0.1,0,2.4,0,0.08,0,16.0,0,33.0,0,0.99736,0,3.58,0,0.69,0,10.8,0,7,0
7.8,0,0.56,0,0.19,0,2.1,0,0.081,0,15.0,0,105.0,0,0.9962,0,3.33,0,0.54,0,9.5,0,5,0
9.0,0,0.53,0,0.49,0,1.9,0,0.171,1,6.0,0,25.0,0,0.9975,0,3.27,0,0.61,0,9.4,0,6,0
7.5,0,0.41,0,0.15,0,3.7,1,0.104,0,29.0,0,94.0,0,0.99786,0,3.14,0,0.58,0,9.1,0,5,0
6.6,0,0.57,0,0.02,0,2.1,0,0.115,0,6.0,0,16.0,0,0.99654,0,3.38,0,0.69,0,9.5,0,5,0
8.7,0,0.63,0,0.28,0,2.7,0,0.096,0,17.0,0,69.0,0,0.99734,0,3.26,0,0.63,0,10.2,0,6,0
10.9,0,0.53,0,0.49,0,4.6,1,0.118,0,10.0,0,17.0,0,1.0002,0,3.07,0,0.56,0,11.7,0,6,0
7.8,0,0.56,0,0.19,0,2.0,0,0.081,0,17.0,0,108.0,0,0.9962,0,3.32,0,0.54,0,9.5,0,5,0
7.1,0,0.62,0,0.06,0,1.3,0,0.07,0,5.0,0,12.0,0,0.9942,0,3.17,0,0.48,0,9.8,0,5,0
7.1,0,0.34,0,0.28,0,2.0,0,0.082,0,31.0,0,68.0,0,0.99694,0,3.45,0,0.48,0,9.4,0,5,0
8.4,0,0.635,0,0.36,0,2.0,0,0.089,0,15.0,0,55.0,0,0.99745,0,3.31,0,0.57,0,10.4,0,4,0
11.6,0,0.475,0,0.4,0,1.4,0,0.091,0,6.0,0,28.0,0,0.99704,0,3.07,0,0.65,0,10.0333333333333,0,6,0
12.5,1,0.46,0,0.49,0,4.5,1,0.07,0,26.0,0,49.0,0,0.9981,0,3.05,0,0.57,0,9.6,0,4,0
10.0,0,0.49,0,0.2,0,11.0,1,0.071,0,13.0,0,50.0,0,1.0015,1,3.16,0,0.69,0,9.2,0,6,0
8.5,0,0.18,0,0.51,0,1.75,0,0.071,0,45.0,1,88.0,0,0.99524,0,3.33,0,0.76,0,11.8,0,7,0
6.9,0,0.67,0,0.06,0,2.1,0,0.08,0,8.0,0,33.0,0,0.99845,0,3.68,1,0.71,0,9.6,0,5,0
9.1,0,0.29,0,0.33,0,2.05,0,0.063,0,13.0,0,27.0,0,0.99516,0,3.26,0,0.84,0,11.7,0,7,0
6.3,0,0.68,0,0.01,0,3.7,1,0.103,0,32.0,0,54.0,0,0.99586,0,3.51,0,0.66,0,11.3,0,6,0
7.8,0,0.91,0,0.07,0,1.9,0,0.058,0,22.0,0,47.0,0,0.99525,0,3.51,0,0.43,0,10.7,0,6,0
8.2,0,0.28,0,0.6,0,3.0,0,0.104,0,10.0,0,22.0,0,0.99828,0,3.39,0,0.68,0,10.6,0,5,0
7.6,0,0.55,0,0.21,0,2.2,0,0.071,0,7.0,0,28.0,0,0.9964,0,3.28,0,0.55,0,9.7,0,5,0
7.9,0,0.34,0,0.36,0,1.9,0,0.065,0,5.0,0,10.0,0,0.99419,0,3.27,0,0.54,0,11.2,0,7,0
10.5,0,0.59,0,0.49,0,2.1,0,0.07,0,14.0,0,47.0,0,0.9991,0,3.3,0,0.56,0,9.6,0,4,0
10.5,0,0.26,0,0.47,0,1.9,0,0.078,0,6.0,0,24.0,0,0.9976,0,3.18,0,1.04,1,10.9,0,7,0
8.3,0,0.6,0,0.13,0,2.6,0,0.085,0,6.0,0,24.0,0,0.9984,0,3.31,0,0.59,0,9.2,0,6,0
8.8,0,0.45,0,0.43,0,1.4,0,0.076,0,12.0,0,21.0,0,0.99551,0,3.21,0,0.75,0,10.2,0,6,0
7.7,0,0.23,0,0.37,0,1.8,0,0.046,0,23.0,0,60.0,0,0.9971,0,3.41,0,0.71,0,12.1,0,6,0
11.2,0,0.28,0,0.56,0,1.9,0,0.075,0,17.0,0,60.0,0,0.998,0,3.16,0,0.58,0,9.8,0,6,0
7.1,0,0.685,0,0.35,0,2.0,0,0.088,0,9.0,0,92.0,0,0.9963,0,3.28,0,0.62,0,9.4,0,5,0
8.8,0,0.46,0,0.45,0,2.6,0,0.065,0,7.0,0,18.0,0,0.9947,0,3.32,0,0.79,0,14.0,1,6,0
9.3,0,0.61,0,0.26,0,3.4,0,0.09,0,25.0,0,87.0,0,0.99975,0,3.24,0,0.62,0,9.7,0,5,0
7.4,0,0.66,0,0.0,0,1.8,0,0.075,0,13.0,0,40.0,0,0.9978,0,3.51,0,0.56,0,9.4,0,5,0
6.8,0,0.61,0,0.04,0,1.5,0,0.057,0,5.0,0,10.0,0,0.99525,0,3.42,0,0.6,0,9.5,0,5,0
10.6,0,0.31,0,0.49,0,2.5,0,0.067,0,6.0,0,21.0,0,0.9987,0,3.26,0,0.86,0,10.7,0,6,0
6.4,0,0.64,0,0.21,0,1.8,0,0.081,0,14.0,0,31.0,0,0.99689,0,3.59,0,0.66,0,9.8,0,5,0
7.3,0,0.45,0,0.36,0,5.9,1,0.074,0,12.0,0,87.0,0,0.9978,0,3.33,0,0.83,0,10.5,0,5,0
