var1,var2,type,relationship,test,effect,effect_name,p_value,n,notes
bill_amt6,default_payment_next_month,num_cat,group_difference,mannwhitneyu,0.004131701416713596,rank_biserial,0.6657708308828967,21000,nonparametric_preferred
pay_amt1,sex,num_cat,group_difference,mannwhitneyu,-0.01001297920576949,rank_biserial,0.21812739184701901,21000,nonparametric_preferred
pay_amt1,default_payment_next_month,num_cat,group_difference,mannwhitneyu,-0.22236989772336857,rank_biserial,6.230509476835144e-120,21000,nonparametric_preferred
pay_amt2,sex,num_cat,group_difference,mannwhitneyu,0.0033071163683476845,rank_biserial,0.6841722043229523,21000,nonparametric_preferred
pay_amt2,default_payment_next_month,num_cat,group_difference,mannwhitneyu,-0.20891707151734273,rank_biserial,4.198322694375876e-106,21000,nonparametric_preferred
pay_amt3,sex,num_cat,group_difference,mannwhitneyu,0.02114493961776731,rank_biserial,0.009207642728443507,21000,nonparametric_preferred
pay_amt3,default_payment_next_month,num_cat,group_difference,mannwhitneyu,-0.19623209823570553,rank_biserial,4.4447660531384267e-94,21000,nonparametric_preferred
pay_amt4,sex,num_cat,group_difference,mannwhitneyu,0.011613623831932207,rank_biserial,0.15225788438467522,21000,nonparametric_preferred
pay_amt4,default_payment_next_month,num_cat,group_difference,mannwhitneyu,-0.17619149194173,rank_biserial,2.4250170279710035e-76,21000,nonparametric_preferred
pay_amt5,sex,num_cat,group_difference,mannwhitneyu,0.015599034656139321,rank_biserial,0.05430678040386063,21000,nonparametric_preferred
pay_amt5,default_payment_next_month,num_cat,group_difference,mannwhitneyu,-0.16067312289692337,rank_biserial,6.77547320271111e-64,21000,nonparametric_preferred
pay_amt6,sex,num_cat,group_difference,mannwhitneyu,0.03840668692145499,rank_biserial,2.105952235383613e-06,21000,nonparametric_preferred
pay_amt6,default_payment_next_month,num_cat,group_difference,mannwhitneyu,-0.1707987305397607,rank_biserial,4.1556457677933746e-72,21000,nonparametric_preferred
