medinc,medinc__is_outlier,houseage,houseage__is_outlier,averooms,averooms__is_outlier,avebedrms,avebedrms__is_outlier,population,population__is_outlier,aveoccup,aveoccup__is_outlier,latitude,latitude__is_outlier,longitude,longitude__is_outlier,medhouseval,medhouseval__is_outlier
6.9326,0,6.0,0,7.314775160599572,0,1.0556745182012848,0,1319.0,0,2.8244111349036403,0,33.03,0,-117.25,0,3.246,0
4.8523,0,36.0,0,5.620087336244541,0,1.017467248908297,0,779.0,0,3.4017467248908297,0,33.93,0,-117.99,0,1.758,0
3.0723,0,6.0,0,6.269858541893362,0,1.2132752992383025,0,2551.0,0,2.7758433079434166,0,34.98,0,-120.47,0,1.373,0
2.898,0,43.0,0,5.020661157024794,0,1.037190082644628,0,1537.0,0,3.175619834710744,0,37.77,0,-122.2,0,1.214,0
4.2381,0,11.0,0,11.402898550724638,1,2.020289855072464,1,901.0,0,2.6115942028985506,0,37.64,0,-118.96,0,2.427,0
2.1731,0,29.0,0,5.086956521739131,0,1.0031055900621118,0,942.0,0,2.9254658385093166,0,36.29,0,-119.12,0,0.662,0
5.0862,0,2.0,0,9.080459770114942,1,1.5517241379310345,1,235.0,0,2.7011494252873565,0,38.43,0,-121.85,0,1.665,0
3.8281,0,3.0,0,7.980769230769231,0,1.3942307692307692,1,272.0,0,2.6153846153846154,0,33.52,0,-116.8,0,1.635,0
4.0515,0,26.0,0,5.291845493562231,0,0.9599427753934192,0,2388.0,0,3.4163090128755367,0,38.15,0,-122.26,0,1.219,0
3.1857,0,24.0,0,4.90249433106576,0,1.0408163265306123,0,1468.0,0,3.328798185941043,0,37.67,0,-121.03,0,0.983,0
6.5617,0,30.0,0,7.200367647058823,0,1.0091911764705883,0,1330.0,0,2.4448529411764706,0,37.83,0,-122.01,0,3.866,0
3.4506,0,10.0,0,5.356715141146279,0,1.0932420872540634,0,2954.0,0,2.526946107784432,0,38.68,0,-121.22,0,1.39,0
4.1339,0,35.0,0,4.780621572212066,0,0.959780621572212,0,1312.0,0,2.3985374771480803,0,32.74,0,-117.23,0,2.382,0
3.3542,0,38.0,0,3.7884615384615374,0,1.0769230769230769,0,1155.0,0,5.552884615384615,1,33.94,0,-118.22,0,1.538,0
4.3429,0,33.0,0,5.4012066365007545,0,1.107088989441931,0,1780.0,0,2.6847662141779787,0,37.07,0,-122.09,0,2.143,0
3.0057,0,22.0,0,6.751461988304094,0,1.6695906432748535,1,919.0,0,2.6871345029239766,0,39.24,0,-120.02,0,0.936,0
3.5536,0,35.0,0,6.098360655737705,0,1.0590163934426229,0,1011.0,0,3.314754098360656,0,34.08,0,-117.92,0,2.07,0
4.8717,0,27.0,0,7.032454361054767,0,1.105476673427992,0,1798.0,0,3.647058823529412,0,34.26,0,-118.74,0,2.041,0
2.9812,0,22.0,0,4.8955696202531644,0,1.0569620253164558,0,773.0,0,2.4462025316455698,0,34.09,0,-117.68,0,1.488,0
5.1265,0,40.0,0,6.498194945848375,0,1.0469314079422385,0,761.0,0,2.747292418772563,0,38.02,0,-122.16,0,1.961,0
2.3125,0,15.0,0,5.9010989010989015,0,1.2557442557442555,1,2310.0,0,2.3076923076923075,0,35.63,0,-118.41,0,0.969,0
3.3125,0,9.0,0,16.541284403669724,1,3.1162079510703364,1,594.0,0,1.81651376146789,0,38.7,0,-123.49,0,2.954,0
3.8235,0,47.0,0,5.896713615023474,0,1.0821596244131455,0,1082.0,0,2.539906103286385,0,33.98,0,-118.35,0,2.076,0
2.0625,0,37.0,0,24.669117647058822,1,4.897058823529412,1,338.0,0,2.485294117647059,0,38.12,0,-120.12,0,0.889,0
3.8162,0,36.0,0,5.274406332453826,0,1.029023746701847,0,887.0,0,2.340369393139841,0,33.82,0,-118.11,0,2.219,0
6.6178,0,44.0,0,6.83955223880597,0,1.2350746268656716,0,515.0,0,1.921641791044776,0,33.51,0,-117.78,0,5.00001,1
5.2129,0,34.0,0,5.937190082644628,0,1.018181818181818,0,2138.0,0,3.533884297520661,0,33.79,0,-117.93,0,1.934,0
6.357,0,4.0,0,6.114372469635628,0,1.0705128205128205,0,7301.0,1,2.463225371120108,0,32.95,0,-117.22,0,3.225,0
2.4375,0,27.0,0,3.16505955757232,0,1.1395348837209305,0,4165.0,1,2.3624503686897333,0,37.46,0,-122.14,0,1.89,0
8.6088,1,16.0,0,8.776744186046512,1,1.0604651162790697,0,1587.0,0,3.6906976744186046,0,33.65,0,-117.71,0,3.074,0
1.608,0,39.0,0,4.181547619047619,0,1.0089285714285714,0,1489.0,0,4.431547619047619,0,34.06,0,-117.66,0,0.918,0
4.2411,0,27.0,0,6.436708860759493,0,1.0791139240506329,0,768.0,0,2.430379746835443,0,35.27,0,-120.65,0,2.589,0
4.5547,0,10.0,0,6.28,0,1.0514285714285714,0,1645.0,0,4.7,1,32.57,0,-117.09,0,1.607,0
2.8333,0,32.0,0,3.836676217765043,0,0.9570200573065902,0,817.0,0,2.340974212034384,0,34.09,0,-118.04,0,1.86,0
6.0441,0,35.0,0,6.633507853403142,0,1.130890052356021,0,521.0,0,2.7277486910994764,0,33.88,0,-118.39,0,4.7,0
2.2258,0,25.0,0,3.581589958158996,0,1.0271966527196652,0,1807.0,0,3.780334728033473,0,34.06,0,-117.78,0,1.148,0
3.5912,0,52.0,0,4.657407407407407,0,1.0666666666666669,0,1209.0,0,2.238888888888889,0,37.75,0,-122.41,0,2.849,0
1.9797,0,22.0,0,2.8020050125313283,0,1.0952380952380951,0,1190.0,0,2.982456140350877,0,33.77,0,-118.2,0,1.438,0
4.5208,0,33.0,0,5.510548523206751,0,1.0928270042194093,0,762.0,0,3.2151898734177213,0,37.26,0,-121.92,0,2.307,0
5.6205,0,19.0,0,7.232300884955753,0,1.0685840707964602,0,1383.0,0,3.059734513274336,0,37.13,0,-121.67,0,3.008,0
3.7784,0,25.0,0,5.928571428571429,0,1.0372670807453417,0,1043.0,0,3.239130434782609,0,32.95,0,-117.02,0,1.601,0
3.8906,0,46.0,0,5.426923076923077,0,1.0096153846153846,0,1434.0,0,2.757692307692308,0,34.09,0,-118.1,0,2.383,0
2.9444,0,52.0,0,3.484848484848485,0,0.7651515151515151,1,525.0,0,1.9886363636363635,0,36.97,0,-122.01,0,2.328,0
3.1477,0,52.0,0,5.58869395711501,0,0.9668615984405458,0,978.0,0,1.906432748538012,0,34.1,0,-117.72,0,2.912,0
6.5078,0,45.0,0,6.515570934256055,0,0.9515570934256056,0,764.0,0,2.643598615916955,0,34.11,0,-118.09,0,4.148,0
5.8311,0,37.0,0,5.8844537815126055,0,1.0441176470588236,0,1150.0,0,2.4159663865546217,0,34.43,0,-119.69,0,3.877,0
1.942,0,31.0,0,4.3116057233704295,0,0.9984101748807632,0,1519.0,0,2.414944356120827,0,33.74,0,-116.97,0,0.862,0
2.625,0,36.0,0,2.857142857142857,0,0.7142857142857143,1,64.0,0,4.571428571428571,1,37.94,0,-121.32,0,0.55,0
6.2742,0,20.0,0,7.055813953488372,0,1.0488372093023255,0,1669.0,0,3.881395348837209,0,37.32,0,-121.79,0,2.413,0
2.6786,0,45.0,0,3.4833333333333334,0,1.1069444444444445,0,1340.0,0,1.8611111111111112,0,33.77,0,-118.17,0,1.911,0
3.6125,0,15.0,0,5.917808219178082,0,1.1917808219178083,0,208.0,0,2.8493150684931505,0,38.53,0,-120.59,0,1.0,0
4.0231,0,31.0,0,4.003322259136213,0,0.9302325581395348,0,1476.0,0,4.903654485049834,1,33.75,0,-117.89,0,1.392,0
5.4607,0,28.0,0,6.122913505311077,0,0.9726858877086496,0,1881.0,0,2.8543247344461307,0,37.99,0,-122.0,0,1.923,0
3.0729,0,23.0,0,4.866766467065868,0,1.031437125748503,0,1890.0,0,2.829341317365269,0,38.02,0,-121.32,0,1.048,0
3.0519,0,30.0,0,3.675414364640884,0,1.0566298342541436,0,2324.0,0,3.209944751381216,0,33.95,0,-118.35,0,1.375,0
4.1098,0,14.0,0,5.940279542566709,0,1.0533672172808133,0,2235.0,0,2.8398983481575604,0,36.83,0,-119.74,0,1.082,0
2.2976,0,25.0,0,4.976923076923077,0,1.2230769230769232,0,1000.0,0,2.5641025641025643,0,41.8,0,-123.38,0,0.544,0
3.0694,0,44.0,0,5.385852090032154,0,1.0192926045016075,0,806.0,0,2.5916398713826365,0,37.95,0,-122.34,0,1.353,0
3.8162,0,18.0,0,5.2247557003257326,0,1.0472312703583062,0,1973.0,0,3.2133550488599347,0,34.25,0,-119.2,0,2.35,0
3.2813,0,10.0,0,6.030927835051546,0,1.1597938144329898,0,537.0,0,2.768041237113402,0,39.16,0,-121.0,0,1.632,0
6.2556,0,25.0,0,7.678111587982832,0,0.9892703862660944,0,1588.0,0,3.407725321888412,0,33.88,0,-117.96,0,3.413,0
3.1667,0,17.0,0,4.886904761904762,0,1.0476190476190477,0,436.0,0,2.595238095238096,0,33.18,0,-117.29,0,1.606,0
3.1719,0,14.0,0,4.590782122905028,0,1.1075418994413408,0,1601.0,0,2.2360335195530725,0,37.95,0,-122.03,0,2.205,0
1.4524,0,42.0,0,3.5231316725978647,0,1.0284697508896796,0,1167.0,0,4.153024911032029,0,34.01,0,-118.27,0,1.268,0
3.9408,0,34.0,0,4.402035623409669,0,1.0865139949109417,0,1008.0,0,2.564885496183206,0,33.8,0,-118.34,0,3.277,0
3.8125,0,9.0,0,7.130909090909091,0,2.163636363636364,1,966.0,0,3.5127272727272727,0,33.76,0,-116.24,0,0.967,0
3.7708,0,26.0,0,13.603004291845494,1,2.6695278969957084,1,1177.0,0,2.525751072961373,0,34.23,0,-117.27,0,1.104,0
3.1779,0,17.0,0,4.787356321839081,0,1.0842911877394636,0,781.0,0,1.496168582375479,0,33.61,0,-117.75,0,1.865,0
4.2135,0,36.0,0,5.886363636363637,0,1.0340909090909092,0,974.0,0,3.689393939393939,0,33.87,0,-118.2,0,1.614,0
3.0962,0,35.0,0,5.200980392156863,0,0.9803921568627452,0,1189.0,0,2.9142156862745097,0,38.11,0,-122.21,0,1.246,0
2.3599,0,36.0,0,4.771971496437055,0,1.2672209026128265,1,1620.0,0,1.9239904988123515,0,32.8,0,-117.2,0,1.684,0
4.6875,0,36.0,0,5.108504398826979,0,0.997067448680352,0,857.0,0,2.5131964809384164,0,33.82,0,-118.11,0,2.182,0
2.7148,0,42.0,0,4.222052067381317,0,1.0918836140888208,0,2112.0,0,3.2343032159264933,0,34.17,0,-118.14,0,1.668,0
2.1637,0,46.0,0,2.005701254275941,1,1.153933865450399,0,2716.0,0,3.096921322690992,0,34.06,0,-118.29,0,3.5,0
3.5703,0,43.0,0,4.721875,0,0.9125,0,721.0,0,2.253125,0,37.97,0,-121.33,0,0.874,0
3.0625,0,24.0,0,4.305084745762712,0,1.0084745762711864,0,465.0,0,1.9703389830508475,0,33.62,0,-117.89,0,0.938,0
2.0893,0,41.0,0,3.369565217391304,0,0.9420289855072465,0,349.0,0,2.528985507246377,0,34.06,0,-117.65,0,1.125,0
2.1182,0,34.0,0,4.409638554216867,0,1.03855421686747,0,1304.0,0,3.142168674698796,0,37.34,0,-120.6,0,0.689,0
3.9559,0,42.0,0,4.6528662420382165,0,0.961783439490446,0,986.0,0,3.140127388535032,0,33.88,0,-117.99,0,1.611,0
9.0243,1,14.0,0,7.876106194690266,0,0.991150442477876,0,764.0,0,3.380530973451328,0,37.92,0,-121.99,0,4.277,0
2.3565,0,11.0,0,5.335802469135802,0,1.1061728395061727,0,820.0,0,2.0246913580246915,0,37.32,0,-119.65,0,1.223,0
6.3639,0,10.0,0,6.658385093167702,0,1.0890269151138716,0,1539.0,0,3.186335403726708,0,35.41,0,-118.94,0,1.43,0
3.725,0,35.0,0,4.114285714285714,0,1.0523809523809524,0,1161.0,0,2.7642857142857142,0,34.02,0,-118.41,0,3.1,0
2.865,0,38.0,0,4.55614973262032,0,0.927807486631016,0,1384.0,0,3.700534759358289,0,34.29,0,-118.43,0,1.555,0
2.8333,0,37.0,0,5.561320754716981,0,0.9740566037735848,0,1060.0,0,2.5,0,39.51,0,-122.2,0,0.697,0
2.3194,0,20.0,0,5.778145695364239,0,1.152317880794702,0,1093.0,0,3.619205298013245,0,36.77,0,-120.21,0,0.906,0
3.375,0,16.0,0,4.576961271102284,0,1.211519364448858,0,2147.0,0,2.1320754716981134,0,34.23,0,-119.18,0,2.188,0
1.7196,0,21.0,0,5.275280898876405,0,0.9887640449438202,0,556.0,0,3.1235955056179776,0,38.98,0,-122.84,0,0.75,0
3.2425,0,45.0,0,4.678474114441417,0,1.0599455040871937,0,916.0,0,2.495912806539509,0,38.81,0,-123.02,0,1.388,0
7.5822,0,14.0,0,7.546419098143236,0,1.1140583554376655,0,1172.0,0,3.1087533156498672,0,34.04,0,-117.15,0,2.831,0
2.3935,0,14.0,0,4.762195121951219,0,1.1371951219512195,0,609.0,0,1.8567073170731707,0,33.92,0,-117.89,0,1.25,0
8.5294,1,35.0,0,8.186507936507937,0,1.0555555555555556,0,676.0,0,2.6825396825396823,0,37.36,0,-122.1,0,5.00001,1
3.6023,0,37.0,0,4.2629969418960245,0,0.9571865443425076,0,1111.0,0,3.397553516819572,0,34.3,0,-118.43,0,1.618,0
5.8123,0,29.0,0,6.404517453798768,0,1.0410677618069817,0,1476.0,0,3.030800821355236,0,36.99,0,-121.99,0,2.815,0
2.6154,0,44.0,0,5.156498673740053,0,1.2148541114058355,0,981.0,0,2.6021220159151195,0,34.02,0,-118.37,0,1.932,0
2.1461,0,11.0,0,4.112630732099759,0,1.1134352373290426,0,2487.0,0,2.000804505229284,0,36.77,0,-119.71,0,0.759,0
1.2012,0,27.0,0,4.322857142857143,0,1.0685714285714285,0,839.0,0,2.397142857142857,0,36.32,0,-119.29,0,0.646,0
4.6875,0,33.0,0,6.924242424242424,0,1.1136363636363635,0,394.0,0,2.984848484848485,0,38.67,0,-123.01,0,2.462,0
3.0222,0,17.0,0,4.576470588235294,0,1.2823529411764707,1,1392.0,0,2.047058823529412,0,37.68,0,-121.78,0,1.725,0
5.2035,0,40.0,0,5.83955223880597,0,1.0037313432835822,0,826.0,0,3.082089552238806,0,34.0,0,-118.39,0,4.857,1
1.5273,0,46.0,0,4.764065335753176,0,1.0762250453720508,0,1368.0,0,2.4827586206896552,0,36.75,0,-119.8,0,0.59,0
5.8596,0,37.0,0,6.7936507936507935,0,1.1499118165784832,0,1534.0,0,2.7054673721340388,0,37.18,0,-122.01,0,3.187,0
6.8132,0,4.0,0,6.359838274932614,0,0.9986522911051212,0,1895.0,0,2.5539083557951483,0,37.68,0,-121.85,0,2.825,0
6.194,0,27.0,0,6.813218390804598,0,1.113505747126437,0,1682.0,0,2.4166666666666665,0,34.24,0,-119.29,0,5.00001,1
4.0795,0,39.0,0,3.5185185185185186,0,1.1181657848324515,0,867.0,0,1.529100529100529,0,33.75,0,-118.14,0,4.0,0
2.9844,0,28.0,0,5.586510263929619,0,1.0909090909090908,0,1480.0,0,4.340175953079179,0,34.17,0,-117.35,0,0.792,0
2.1518,0,35.0,0,3.303030303030303,0,1.0454545454545454,0,1605.0,0,4.863636363636363,1,34.04,0,-118.3,0,1.528,0
1.625,0,38.0,0,4.616766467065868,0,1.089820359281437,0,1220.0,0,3.6526946107784433,0,36.97,0,-120.06,0,0.528,0
8.2934,1,34.0,0,7.006688963210703,0,1.1471571906354514,0,662.0,0,2.2140468227424748,0,34.03,0,-118.56,0,5.00001,1
3.6451,0,32.0,0,3.748527679623086,0,1.050647820965842,0,2767.0,0,1.6295641931684337,0,34.03,0,-118.5,0,3.833,0
3.87,0,26.0,0,4.151923076923077,0,1.0057692307692307,0,1331.0,0,2.5596153846153844,0,33.91,0,-118.35,0,2.645,0
3.017,0,52.0,0,4.977777777777778,0,0.8444444444444444,1,120.0,0,2.6666666666666665,0,39.25,0,-122.08,0,1.125,0
5.1412,0,18.0,0,6.429672447013488,0,1.0578034682080926,0,1449.0,0,2.791907514450867,0,37.05,0,-122.11,0,3.158,0
2.0781,0,41.0,0,4.7981220657277,0,0.9812206572769951,0,741.0,0,3.4788732394366195,0,36.75,0,-119.82,0,0.488,0
3.1838,0,27.0,0,5.061959654178675,0,1.1397694524495676,0,1875.0,0,2.701729106628242,0,37.95,0,-122.05,0,1.82,0
5.0787,0,45.0,0,5.790625,0,1.025,0,945.0,0,2.953125,0,33.84,0,-118.17,0,2.192,0
3.2338,0,34.0,0,5.177570093457944,0,1.016822429906542,0,1409.0,0,2.633644859813084,0,38.14,0,-121.29,0,1.018,0
3.8625,0,52.0,0,8.758620689655173,1,2.4827586206896552,1,153.0,0,5.275862068965517,1,37.78,0,-122.41,0,3.5,0
1.165,0,27.0,0,5.670588235294118,0,1.2901960784313726,1,594.0,0,2.3294117647058825,0,39.03,0,-122.66,0,0.533,0
3.015,0,36.0,0,4.088709677419355,0,1.0544354838709675,0,2751.0,0,5.546370967741935,1,34.2,0,-119.17,0,1.493,0
5.0423,0,25.0,0,5.85590465872156,0,1.017334777898158,0,2831.0,0,3.067172264355363,0,37.53,0,-121.99,0,2.222,0
8.3646,1,25.0,0,8.403940886699507,0,1.1206896551724137,0,1238.0,0,3.0492610837438425,0,38.04,0,-122.59,0,3.973,0
1.965,0,23.0,0,6.058608058608058,0,1.3516483516483515,1,669.0,0,2.4505494505494507,0,41.6,0,-123.41,0,0.654,0
4.3611,0,44.0,0,5.166253101736973,0,1.1662531017369726,0,1154.0,0,2.8635235732009927,0,37.74,0,-122.5,0,2.681,0
10.06,1,22.0,0,7.985200845665962,0,1.047568710359408,0,2808.0,0,2.968287526427061,0,33.77,0,-118.41,0,5.00001,1
3.3567,0,8.0,0,5.367123287671233,0,1.0383561643835617,0,995.0,0,2.7260273972602738,0,37.65,0,-121.04,0,1.291,0
3.3844,0,52.0,0,5.6900452488687785,0,1.0407239819004526,0,836.0,0,1.8914027149321264,0,38.55,0,-121.49,0,1.511,0
2.0372,0,35.0,0,3.4449838187702264,0,0.9935275080906149,0,2376.0,0,3.844660194174757,0,33.95,0,-118.21,0,1.608,0
2.7019,0,22.0,0,5.5109375,0,1.1109375,0,1483.0,0,2.3171875,0,34.44,0,-119.27,0,2.347,0
5.2642,0,5.0,0,4.709163346613546,0,1.151394422310757,0,1102.0,0,2.195219123505976,0,37.31,0,-121.94,0,2.464,0
4.0556,0,38.0,0,6.408695652173913,0,1.0391304347826087,0,1123.0,0,2.4413043478260867,0,38.67,0,-121.78,0,1.469,0
6.0516,0,29.0,0,6.9581395348837205,0,1.3116279069767445,1,463.0,0,2.153488372093024,0,33.63,0,-117.95,0,5.00001,1
3.35,0,18.0,0,5.7106382978723405,0,1.0184397163120569,0,1731.0,0,2.4553191489361703,0,40.49,0,-122.31,0,1.184,0
2.5562,0,43.0,0,6.072463768115942,0,1.1594202898550725,0,1056.0,0,3.8260869565217392,0,36.65,0,-119.53,0,0.932,0
2.6573,0,29.0,0,3.4511278195488724,0,1.0776942355889725,0,969.0,0,2.4285714285714284,0,37.31,0,-121.93,0,2.528,0
2.6729,0,22.0,0,4.037433155080214,0,1.1354723707664884,0,1684.0,0,3.001782531194296,0,34.15,0,-118.27,0,2.171,0
4.1577,0,24.0,0,4.484593837535014,0,0.984593837535014,0,3308.0,1,4.633053221288516,1,33.76,0,-117.93,0,1.741,0
4.2639,0,31.0,0,5.688770999115826,0,1.0503978779840848,0,3540.0,1,3.129973474801061,0,34.24,0,-118.33,0,2.933,0
2.894,0,52.0,0,4.157894736842105,0,1.0582706766917294,0,1195.0,0,2.2462406015037595,0,37.33,0,-121.91,0,2.095,0
3.7361,0,19.0,0,5.03416149068323,0,1.0186335403726707,0,871.0,0,2.7049689440993787,0,33.88,0,-117.86,0,2.014,0
4.7143,0,17.0,0,6.466666666666667,0,1.0646464646464646,0,1244.0,0,2.5131313131313133,0,38.46,0,-122.68,0,2.029,0
1.7824,0,26.0,0,4.154373927958834,0,1.084048027444254,0,2601.0,0,4.461406518010292,0,33.91,0,-118.21,0,1.102,0
3.1719,0,43.0,0,5.36376404494382,0,0.99438202247191,0,1505.0,0,2.1137640449438204,0,33.95,0,-118.32,0,1.835,0
2.8974,0,26.0,0,3.9512670565302144,0,1.0896686159844056,0,1545.0,0,3.0116959064327484,0,34.2,0,-118.48,0,1.899,0
3.7614,0,31.0,0,4.145945945945946,0,0.9243243243243244,0,548.0,0,2.962162162162162,0,37.63,0,-122.08,0,1.76,0
4.7143,0,14.0,0,5.757575757575758,0,0.98989898989899,0,839.0,0,2.824915824915825,0,38.94,0,-121.07,0,1.507,0
3.4198,0,27.0,0,3.44804318488529,0,1.0789473684210529,0,2764.0,0,1.8650472334682864,0,37.41,0,-122.11,0,3.519,0
5.0594,0,41.0,0,5.851985559566787,0,1.0072202166064983,0,756.0,0,2.729241877256318,0,33.92,0,-118.42,0,3.46,0
3.5341,0,42.0,0,4.233766233766234,0,0.9902597402597404,0,2062.0,0,3.3474025974025974,0,33.95,0,-118.18,0,1.675,0
2.3147,0,18.0,0,4.626865671641791,0,1.0298507462686568,0,941.0,0,2.808955223880597,0,40.94,0,-124.08,0,0.701,0
7.6771,0,52.0,0,6.3951219512195125,0,1.0585365853658537,0,578.0,0,2.819512195121951,0,34.06,0,-118.38,0,5.00001,1
4.8667,0,34.0,0,5.712418300653595,0,1.0,0,549.0,0,3.588235294117647,0,33.84,0,-117.97,0,1.868,0
3.375,0,25.0,0,4.194174757281553,0,0.9781553398058253,0,934.0,0,2.266990291262136,0,37.96,0,-122.32,0,1.337,0
3.2539,0,25.0,0,5.226788432267885,0,1.2709284627092847,1,1749.0,0,2.6621004566210047,0,33.83,0,-117.99,0,1.99,0
7.5,0,9.0,0,6.852631578947369,0,0.9315789473684212,0,682.0,0,3.5894736842105264,0,38.15,0,-122.58,0,4.232,0
5.7097,0,15.0,0,4.357142857142857,0,1.0649350649350648,0,2269.0,0,1.84172077922078,0,34.05,0,-118.44,0,3.167,0
2.0882,0,20.0,0,5.965517241379311,0,1.1077586206896552,0,557.0,0,2.4008620689655173,0,39.76,0,-121.57,0,1.049,0
5.8625,0,8.0,0,6.724310776942356,0,1.0426065162907268,0,1154.0,0,2.892230576441103,0,35.64,0,-117.7,0,1.094,0
1.577,0,51.0,0,4.813765182186235,0,1.1821862348178138,0,1083.0,0,2.1923076923076925,0,40.17,0,-122.24,0,0.519,0
1.8088,0,35.0,0,5.609467455621302,0,1.0887573964497042,0,467.0,0,2.763313609467456,0,37.81,0,-122.28,0,1.188,0
4.15,0,19.0,0,6.180451127819549,0,1.0075187969924813,0,457.0,0,3.43609022556391,0,38.51,0,-121.3,0,1.575,0
4.1389,0,19.0,0,4.47872340425532,0,1.0292553191489362,0,1224.0,0,3.25531914893617,0,37.42,0,-121.91,0,1.741,0
10.0707,1,22.0,0,7.906818181818182,0,1.018181818181818,0,1252.0,0,2.845454545454545,0,32.85,0,-117.24,0,5.00001,1
1.75,0,35.0,0,3.82798833819242,0,0.9446064139941692,0,1350.0,0,3.935860058309038,0,37.3,0,-120.49,0,0.576,0
2.4414,0,52.0,0,2.900293255131965,0,1.24633431085044,1,634.0,0,1.859237536656892,0,37.78,0,-122.42,0,2.75,0
4.4583,0,18.0,0,4.918309859154929,0,1.0169014084507042,0,3032.0,0,2.846948356807512,0,33.81,0,-118.01,0,1.901,0
3.3269,0,15.0,0,5.265107212475634,0,1.1228070175438596,0,1245.0,0,2.426900584795322,0,35.65,0,-117.68,0,0.819,0
5.0155,0,19.0,0,5.468208092485549,0,1.0520231213872833,0,474.0,0,2.739884393063584,0,38.68,0,-121.47,0,0.973,0
5.8752,0,20.0,0,6.157667386609071,0,1.0583153347732182,0,1192.0,0,2.57451403887689,0,33.66,0,-117.81,0,2.742,0
2.5399,0,26.0,0,4.253592561284869,0,1.0388841927303465,0,3086.0,0,2.6086221470836857,0,33.81,0,-116.5,0,0.948,0
3.6875,0,11.0,0,5.486486486486487,0,1.0994208494208495,0,3095.0,0,2.987451737451737,0,34.08,0,-117.38,0,1.126,0
5.8252,0,7.0,0,5.144414168937329,0,1.0663033605812895,0,2493.0,0,2.2643051771117166,0,33.67,0,-117.98,0,2.647,0
11.7894,1,45.0,0,7.4,0,0.9344262295081968,0,759.0,0,2.4885245901639346,0,34.14,0,-118.17,0,5.00001,1
3.434,0,17.0,0,5.352941176470588,0,1.0485590209238058,0,6990.0,1,2.759573628108962,0,32.78,0,-116.94,0,1.932,0
4.4083,0,41.0,0,4.311546840958606,0,1.0806100217864925,0,1157.0,0,2.520697167755991,0,34.23,0,-118.25,0,2.177,0
3.7011,0,34.0,0,4.637931034482759,0,0.913793103448276,0,834.0,0,2.875862068965517,0,34.1,0,-117.43,0,0.995,0
6.7867,0,17.0,0,6.6292335115864525,0,1.0481283422459893,0,2089.0,0,3.723707664884136,0,37.41,0,-121.87,0,2.737,0
