fixed_acidity,fixed_acidity__is_outlier,volatile_acidity,volatile_acidity__is_outlier,citric_acid,citric_acid__is_outlier,residual_sugar,residual_sugar__is_outlier,chlorides,chlorides__is_outlier,free_sulfur_dioxide,free_sulfur_dioxide__is_outlier,total_sulfur_dioxide,total_sulfur_dioxide__is_outlier,density,density__is_outlier,ph,ph__is_outlier,sulphates,sulphates__is_outlier,alcohol,alcohol__is_outlier,quality,quality__is_outlier
8.1,0,0.31,0,0.36,0,8.2,0,0.028,0,29.0,0,142.0,0,0.9925,0,3.01,0,0.34,0,13.0,0,7,0
6.2,0,0.32,0,0.12,0,4.8,0,0.054,0,6.0,0,97.0,0,0.99424,0,3.16,0,0.5,0,9.3,0,5,0
7.4,0,0.4,0,0.29,0,5.4,0,0.044,0,31.0,0,122.0,0,0.994,0,3.3,0,0.5,0,11.1,0,8,1
8.4,0,0.28,0,0.4,0,8.9,0,0.048,0,33.0,0,146.0,0,0.9988,0,3.4,0,0.46,0,9.3,0,5,0
6.3,0,0.32,0,0.17,0,17.75,0,0.06,0,51.0,0,190.0,0,0.99916,0,3.13,0,0.48,0,8.8,0,6,0
6.4,0,0.29,0,0.3,0,6.5,0,0.209,1,62.0,0,156.0,0,0.99478,0,3.1,0,0.4,0,9.4,0,5,0
6.7,0,0.24,0,0.29,0,14.9,0,0.053,0,55.0,0,136.0,0,0.99839,0,3.03,0,0.52,0,9.0,0,5,0
7.3,0,0.22,0,0.49,0,9.4,0,0.034,0,29.0,0,134.0,0,0.9939,0,2.99,0,0.32,0,11.0,0,7,0
7.1,0,0.21,0,0.3,0,1.4,0,0.037,0,45.0,0,143.0,0,0.9932,0,3.13,0,0.33,0,9.9,0,6,0
6.8,0,0.475,0,0.33,0,3.95,0,0.047,0,16.0,0,81.0,0,0.98988,0,3.23,0,0.53,0,13.4,0,7,0
6.7,0,0.31,0,0.34,0,6.8,0,0.059,0,51.0,0,215.0,0,0.99538,0,3.33,0,0.56,0,10.3,0,5,0
7.0,0,0.15,0,0.28,0,14.7,0,0.051,0,29.0,0,149.0,0,0.99792,0,2.96,0,0.39,0,9.0,0,7,0
5.8,0,0.18,0,0.37,0,1.1,0,0.036,0,31.0,0,96.0,0,0.98942,0,3.16,0,0.48,0,12.0,0,6,0
7.1,0,0.23,0,0.35,0,16.5,0,0.04,0,60.0,0,171.0,0,0.999,0,3.16,0,0.59,0,9.1,0,6,0
7.5,0,0.13,0,0.38,0,1.1,0,0.023,0,42.0,0,104.0,0,0.99112,0,3.28,0,0.53,0,11.8,0,6,0
7.1,0,0.2,0,0.36,0,11.6,0,0.042,0,45.0,0,124.0,0,0.997,0,2.92,0,0.59,0,9.5,0,7,0
6.8,0,0.21,0,0.31,0,2.9,0,0.046,0,40.0,0,121.0,0,0.9913,0,3.07,0,0.65,0,10.9,0,7,0
6.6,0,0.38,0,0.15,0,4.6,0,0.044,0,25.0,0,78.0,0,0.9931,0,3.11,0,0.38,0,10.2,0,6,0
7.1,0,0.18,0,0.36,0,1.4,0,0.043,0,31.0,0,87.0,0,0.9898,0,3.26,0,0.37,0,12.7,0,7,0
7.8,0,0.42,0,0.23,0,8.8,0,0.054,0,42.0,0,215.0,0,0.9971,0,3.02,0,0.58,0,9.2,0,6,0
7.7,0,0.29,0,0.48,0,2.3,0,0.049,0,36.0,0,178.0,0,0.9931,0,3.17,0,0.64,0,10.6,0,6,0
6.6,0,0.32,0,0.22,0,16.7,0,0.046,0,38.0,0,133.0,0,0.9979,0,3.22,0,0.67,0,10.4,0,6,0
7.6,0,0.3,0,0.27,0,10.6,0,0.039,0,31.0,0,119.0,0,0.99815,0,3.27,0,0.3,0,9.3,0,6,0
6.9,0,0.22,0,0.32,0,5.8,0,0.041,0,20.0,0,119.0,0,0.99296,0,3.17,0,0.55,0,11.2,0,6,0
7.1,0,0.2,0,0.3,0,0.9,0,0.019,0,4.0,0,28.0,0,0.98931,0,3.2,0,0.36,0,12.0,0,6,0
5.8,0,0.33,0,0.2,0,16.05,0,0.047,0,26.0,0,166.0,0,0.9976,0,3.09,0,0.46,0,8.9,0,5,0
5.7,0,0.22,0,0.2,0,16.0,0,0.044,0,41.0,0,113.0,0,0.99862,0,3.22,0,0.46,0,8.9,0,6,0
6.0,0,0.14,0,0.17,0,5.6,0,0.036,0,37.0,0,127.0,0,0.99373,0,3.05,0,0.57,0,9.8,0,6,0
6.6,0,0.56,1,0.15,0,10.0,0,0.037,0,38.0,0,157.0,0,0.99642,0,3.28,0,0.52,0,9.4,0,5,0
8.6,0,0.16,0,0.49,0,7.3,0,0.043,0,9.0,0,63.0,0,0.9953,0,3.13,0,0.59,0,10.5,0,6,0
7.8,0,0.24,0,0.32,0,12.2,0,0.054,0,42.0,0,138.0,0,0.9984,0,3.01,0,0.54,0,8.8,0,5,0
8.2,0,0.15,0,0.48,0,2.7,0,0.052,0,24.0,0,190.0,0,0.995,0,3.5,0,0.45,0,10.9,0,7,0
6.7,0,0.43,0,0.23,0,5.0,0,0.157,1,49.0,0,145.0,0,0.99471,0,3.17,0,0.49,0,9.4,0,5,0
6.9,0,0.33,0,0.62,1,7.5,0,0.038,0,46.0,0,132.0,0,0.99143,0,3.23,0,0.43,0,13.4,0,7,0
6.3,0,0.33,0,0.2,0,5.8,0,0.04,0,24.0,0,144.0,0,0.99425,0,3.15,0,0.63,0,9.9,0,5,0
6.4,0,0.13,0,0.47,0,1.6,0,0.092,1,40.0,0,158.0,0,0.9928,0,3.21,0,0.36,0,9.8,0,6,0
6.7,0,0.34,0,0.31,0,16.4,0,0.051,0,20.0,0,146.0,0,0.99834,0,3.06,0,0.54,0,9.1,0,5,0
9.3,1,0.31,0,0.49,0,1.3,0,0.042,0,34.0,0,147.0,0,0.9948,0,3.11,0,0.46,0,9.8,0,5,0
6.4,0,0.17,0,0.27,0,6.7,0,0.036,0,88.0,1,223.0,0,0.9948,0,3.28,0,0.35,0,10.2,0,6,0
7.5,0,0.29,0,0.36,0,15.7,0,0.05,0,29.0,0,124.0,0,0.9968,0,3.06,0,0.54,0,10.4,0,5,0
6.8,0,0.28,0,0.29,0,11.9,0,0.052,0,51.0,0,149.0,0,0.99544,0,3.02,0,0.58,0,10.4,0,6,0
5.9,0,0.24,0,0.12,0,1.4,0,0.035,0,60.0,0,247.0,0,0.99358,0,3.34,0,0.44,0,9.6,0,6,0
9.8,1,0.44,0,0.4,0,2.8,0,0.036,0,35.0,0,167.0,0,0.9956,0,2.97,0,0.39,0,9.2,0,5,0
6.4,0,0.23,0,0.27,0,2.1,0,0.042,0,35.0,0,100.0,0,0.99094,0,3.03,0,0.63,0,10.9,0,6,0
6.2,0,0.32,0,0.32,0,2.2,0,0.036,0,15.0,0,70.0,0,0.9899,0,3.16,0,0.48,0,12.7,0,6,0
6.4,0,0.5,0,0.2,0,2.4,0,0.059,0,19.0,0,112.0,0,0.99314,0,3.18,0,0.4,0,9.2,0,6,0
6.0,0,0.25,0,0.28,0,2.2,0,0.026,0,54.0,0,126.0,0,0.9898,0,3.43,0,0.65,0,12.9,0,8,1
6.4,0,0.15,0,0.36,0,1.8,0,0.034,0,43.0,0,150.0,0,0.9922,0,3.42,0,0.69,0,11.0,0,8,1
6.6,0,0.27,0,0.52,0,8.1,0,0.044,0,53.0,0,202.0,0,0.99548,0,3.18,0,0.48,0,9.5,0,5,0
6.3,0,0.27,0,0.23,0,2.9,0,0.047,0,13.0,0,100.0,0,0.9936,0,3.28,0,0.43,0,9.8,0,5,0
7.6,0,0.48,0,0.31,0,9.4,0,0.046,0,6.0,0,194.0,0,0.99714,0,3.07,0,0.61,0,9.4,0,5,0
9.8,1,0.93,1,0.45,0,8.6,0,0.052,0,34.0,0,187.0,0,0.9994,0,3.12,0,0.59,0,10.2,0,4,0
7.0,0,0.2,0,0.34,0,5.7,0,0.035,0,32.0,0,83.0,0,0.9928,0,3.19,0,0.46,0,11.5,0,6,0
6.1,0,0.38,0,0.14,0,3.9,0,0.06,0,27.0,0,113.0,0,0.99344,0,3.07,0,0.34,0,9.2,0,4,0
8.8,0,0.23,0,0.35,0,10.7,0,0.04,0,26.0,0,183.0,0,0.9984,0,2.93,0,0.49,0,9.1,0,6,0
7.9,0,0.2,0,0.49,0,1.6,0,0.053,0,15.0,0,144.0,0,0.993,0,3.16,0,0.47,0,10.5,0,5,0
6.9,0,0.18,0,0.38,0,6.5,0,0.039,0,20.0,0,110.0,0,0.9943,0,3.1,0,0.42,0,10.5,0,5,0
7.6,0,0.31,0,0.24,0,1.8,0,0.037,0,39.0,0,150.0,0,0.9913,0,3.05,0,0.44,0,11.8,0,7,0
6.6,0,0.27,0,0.29,0,5.3,0,0.045,0,57.0,0,189.0,0,0.9953,0,3.31,0,0.79,1,9.8,0,5,0
5.6,0,0.28,0,0.4,0,6.1,0,0.034,0,36.0,0,118.0,0,0.99144,0,3.21,0,0.43,0,12.1,0,7,0
8.3,0,0.41,0,0.51,0,2.0,0,0.046,0,11.0,0,207.0,0,0.993,0,3.02,0,0.55,0,11.4,0,5,0
5.3,0,0.31,0,0.38,0,10.5,0,0.031,0,53.0,0,140.0,0,0.99321,0,3.34,0,0.46,0,11.7,0,6,0
7.0,0,0.36,0,0.3,0,5.0,0,0.04,0,40.0,0,143.0,0,0.99173,0,3.33,0,0.42,0,12.2,0,7,0
6.5,0,0.18,0,0.26,0,1.4,0,0.041,0,40.0,0,141.0,0,0.9941,0,3.34,0,0.72,0,9.5,0,6,0
6.5,0,0.21,0,0.4,0,7.3,0,0.041,0,49.0,0,115.0,0,0.99268,0,3.21,0,0.43,0,11.0,0,6,0
6.6,0,0.22,0,0.29,0,14.4,0,0.046,0,39.0,0,118.0,0,0.99834,0,3.05,0,0.5,0,9.1,0,6,0
7.7,0,0.27,0,0.49,0,1.8,0,0.041,0,23.0,0,86.0,0,0.9914,0,3.16,0,0.42,0,12.5,0,6,0
6.6,0,0.3,0,0.24,0,1.2,0,0.034,0,17.0,0,121.0,0,0.9933,0,3.13,0,0.36,0,9.2,0,5,0
5.8,0,0.36,0,0.26,0,3.3,0,0.038,0,40.0,0,153.0,0,0.9911,0,3.34,0,0.55,0,11.3,0,6,0
6.8,0,0.21,0,0.26,0,11.7,0,0.038,0,61.0,0,152.0,0,0.99523,0,3.02,0,0.56,0,10.5,0,7,0
6.0,0,0.2,0,0.25,0,2.0,0,0.041,0,30.0,0,95.0,0,0.99078,0,3.27,0,0.56,0,11.1,0,6,0
7.2,0,0.37,0,0.4,0,11.6,0,0.032,0,34.0,0,214.0,0,0.9963,0,3.1,0,0.51,0,9.8,0,6,0
7.1,0,0.25,0,0.49,0,3.0,0,0.03,0,30.0,0,96.0,0,0.9903,0,3.13,0,0.39,0,12.3,0,7,0
6.8,0,0.32,0,0.37,0,3.4,0,0.023,0,19.0,0,87.0,0,0.9902,0,3.14,0,0.53,0,12.7,0,6,0
7.9,0,0.16,0,0.3,0,7.4,0,0.05,0,58.0,0,152.0,0,0.99612,0,3.12,0,0.37,0,9.5,0,6,0
8.0,0,0.27,0,0.33,0,1.2,0,0.05,0,41.0,0,103.0,0,0.99002,0,3.0,0,0.45,0,12.4,0,6,0
8.2,0,0.37,0,0.36,0,1.0,0,0.034,0,17.0,0,93.0,0,0.9906,0,3.04,0,0.32,0,11.7,0,8,1
6.4,0,0.105,0,0.29,0,1.1,0,0.035,0,44.0,0,140.0,0,0.99142,0,3.17,0,0.55,0,10.7,0,7,0
7.1,0,0.2,0,0.37,0,1.5,0,0.049,0,28.0,0,129.0,0,0.99226,0,3.15,0,0.52,0,10.8,0,5,0
7.0,0,0.22,0,0.31,0,2.7,0,0.03,0,41.0,0,136.0,0,0.9898,0,3.16,0,0.37,0,12.7,0,7,0
6.6,0,0.22,0,0.23,0,17.3,0,0.047,0,37.0,0,118.0,0,0.99906,0,3.08,0,0.46,0,8.8,0,6,0
6.2,0,0.32,0,0.16,0,7.0,0,0.045,0,30.0,0,136.0,0,0.9949,0,3.18,0,0.47,0,9.6,0,6,0
6.5,0,0.26,0,0.28,0,12.5,0,0.046,0,80.0,0,225.0,0,0.99685,0,3.18,0,0.41,0,10.0,0,6,0
6.2,0,0.35,0,0.04,1,1.2,0,0.06,0,23.0,0,108.0,0,0.9934,0,3.26,0,0.54,0,9.2,0,5,0
9.2,1,0.32,0,0.42,0,1.3,0,0.046,0,14.0,0,186.0,0,0.9949,0,3.08,0,0.48,0,9.6,0,5,0
5.8,0,0.32,0,0.38,0,4.75,0,0.033,0,23.0,0,94.0,0,0.991,0,3.42,0,0.42,0,11.8,0,7,0
6.4,0,0.2,0,0.32,0,3.1,0,0.041,0,18.0,0,126.0,0,0.9914,0,3.43,0,0.42,0,12.0,0,6,0
6.3,0,0.36,0,0.2,0,2.0,0,0.048,0,48.0,0,191.0,0,0.9929,0,3.17,0,0.51,0,9.6,0,5,0
6.7,0,0.33,0,0.42,0,6.4,0,0.058,0,27.0,0,151.0,0,0.9954,0,3.16,0,0.44,0,9.6,0,5,0
7.1,0,0.18,0,0.32,0,12.2,0,0.048,0,36.0,0,125.0,0,0.9967,0,2.92,0,0.54,0,9.4,0,6,0
6.9,0,0.28,0,0.37,0,9.1,0,0.037,0,16.0,0,76.0,0,0.9948,0,3.05,0,0.54,0,11.1,0,5,0
6.9,0,0.24,0,0.37,0,6.1,0,0.027,0,38.0,0,112.0,0,0.99086,0,3.19,0,0.34,0,12.4,0,6,0
6.6,0,0.25,0,0.33,0,8.5,0,0.042,0,29.0,0,141.0,0,0.99546,0,3.28,0,0.6,0,10.4,0,5,0
6.6,0,0.24,0,0.28,0,1.8,0,0.028,0,39.0,0,132.0,0,0.99182,0,3.34,0,0.46,0,11.4,0,5,0
8.3,0,0.36,0,0.57,1,15.0,0,0.052,0,35.0,0,256.0,1,1.0001,0,2.93,0,0.64,0,8.6,0,5,0
7.8,0,0.39,0,0.26,0,9.9,0,0.059,0,33.0,0,181.0,0,0.9955,0,3.04,0,0.42,0,10.9,0,6,0
7.2,0,0.26,0,0.38,0,1.5,0,0.061,0,12.0,0,120.0,0,0.99192,0,3.18,0,0.46,0,10.4,0,5,0
6.5,0,0.26,0,0.34,0,1.4,0,0.04,0,25.0,0,184.0,0,0.99216,0,3.29,0,0.46,0,10.7,0,5,0
6.7,0,0.3,0,0.5,0,12.1,0,0.045,0,38.0,0,127.0,0,0.9974,0,3.04,0,0.53,0,8.9,0,6,0
6.4,0,0.29,0,0.44,0,3.6,0,0.2,1,75.0,0,181.0,0,0.9942,0,3.02,0,0.41,0,9.1,0,5,0
6.9,0,0.25,0,0.24,0,3.6,0,0.057,0,13.0,0,85.0,0,0.9942,0,2.99,0,0.48,0,9.5,0,4,0
7.4,0,0.22,0,0.27,0,1.6,0,0.057,0,45.0,0,98.0,0,0.99299,0,3.29,0,0.44,0,9.9,0,7,0
