var1,var2,type,relationship,test,effect,effect_name,p_value,n,notes,adjusted_p,significant
free_sulfur_dioxide,density,num_num,monotonic,spearmanr,0.3348829366946982,rho,1.309851707101754e-90,3428,,5.763347511247719e-90,True
free_sulfur_dioxide,ph,num_num,linear,pearsonr,0.0046419170886501,r,0.7858661381462984,3428,,0.7979563864254722,False
free_sulfur_dioxide,sulphates,num_num,linear,pearsonr,0.0471023219203944,r,0.0058098423686525,3428,,0.0076689919266213005,True
free_sulfur_dioxide,alcohol,num_num,linear,pearsonr,-0.257116553963871,r,6.919082487412812e-53,3428,,2.4034707587855033e-52,True
free_sulfur_dioxide,quality,num_num,linear,pearsonr,0.0245724330163162,r,0.1503243033992324,3428,,0.17405971972542697,False
total_sulfur_dioxide,density,num_num,monotonic,spearmanr,0.5642449678760572,rho,1.7745630004832025e-287,3428,,2.3424231606378273e-286,True
total_sulfur_dioxide,ph,num_num,linear,pearsonr,0.0049760945748139,r,0.7708666028102261,3428,,0.7949561841480457,False
total_sulfur_dioxide,sulphates,num_num,linear,pearsonr,0.1219375149563633,r,7.865660016445878e-13,3428,,1.790115727880786e-12,True
total_sulfur_dioxide,alcohol,num_num,linear,pearsonr,-0.4509885192754688,r,2.056974541595589e-171,3428,,1.9394331392186983e-170,True
total_sulfur_dioxide,quality,num_num,linear,pearsonr,-0.1622113188051226,r,1.2095451762141869e-21,3428,,3.326249234589014e-21,True
density,ph,num_num,monotonic,spearmanr,-0.112261696161625,rho,4.3607647732665906e-11,3428,,8.721529546533181e-11,True
density,sulphates,num_num,monotonic,spearmanr,0.0928507076646774,rho,5.1482431126149476e-08,3428,,8.712411421348373e-08,True
density,alcohol,num_num,monotonic,spearmanr,-0.8199793849342094,rho,0.0,3428,,0.0,True
density,quality,num_num,monotonic,spearmanr,-0.3495208407896786,rho,4.534976088497823e-99,3428,,2.1379172988632594e-98,True
ph,sulphates,num_num,linear,pearsonr,0.1576575251701295,r,1.6099709415550576e-20,3428,,4.2503232857053524e-20,True
ph,alcohol,num_num,linear,pearsonr,0.1300596607193429,r,2.096090515130774e-14,3428,,4.940784785665396e-14,True
ph,quality,num_num,linear,pearsonr,0.1084699807849619,r,1.92384181639032e-10,3428,,3.734516467110621e-10,True
sulphates,alcohol,num_num,linear,pearsonr,-0.0232749604733575,r,0.1730666008033297,3428,,0.19693785608654757,False
sulphates,quality,num_num,linear,pearsonr,0.0627884542338771,r,0.0002346114508741,3428,,0.0003294543778232043,True
alcohol,quality,num_num,linear,pearsonr,0.4335284827179385,r,4.121317346151287e-157,3428,,3.0222993871776103e-156,True
