var1,var2,type,relationship,test,effect,effect_name,p_value,n,notes
citric_acid,total_sulfur_dioxide,num_num,monotonic,spearmanr,0.10335678025796106,rho,1.315503038457159e-09,3428,
citric_acid,density,num_num,monotonic,spearmanr,0.09296705569519519,rho,4.9536252026014124e-08,3428,
citric_acid,ph,num_num,monotonic,spearmanr,-0.14258197738462394,rho,4.949337505609529e-17,3428,
citric_acid,sulphates,num_num,monotonic,spearmanr,0.08601864982897606,rho,4.563037558240876e-07,3428,
citric_acid,alcohol,num_num,monotonic,spearmanr,-0.02267152687339651,rho,0.18448073077842253,3428,
citric_acid,quality,num_num,monotonic,spearmanr,0.007123035860652147,rho,0.6767510389073832,3428,
residual_sugar,chlorides,num_num,monotonic,spearmanr,0.23307623490890514,rho,1.625907848308859e-43,3428,
residual_sugar,free_sulfur_dioxide,num_num,monotonic,spearmanr,0.3503664765925343,rho,1.4248900604355206e-99,3428,
residual_sugar,total_sulfur_dioxide,num_num,monotonic,spearmanr,0.4257717054927165,rho,5.061777859229144e-151,3428,
residual_sugar,density,num_num,monotonic,spearmanr,0.7778921948640992,rho,0.0,3428,
residual_sugar,ph,num_num,monotonic,spearmanr,-0.17530794559970178,rho,4.618393446630029e-25,3428,
residual_sugar,sulphates,num_num,monotonic,spearmanr,-0.013356581279527515,rho,0.43435221986957695,3428,
residual_sugar,alcohol,num_num,monotonic,spearmanr,-0.4417829030089043,rho,9.07888854929516e-164,3428,
residual_sugar,quality,num_num,monotonic,spearmanr,-0.08494943672676464,rho,6.328711722250888e-07,3428,
chlorides,free_sulfur_dioxide,num_num,monotonic,spearmanr,0.17081533044372949,rho,7.381000920748765e-24,3428,
chlorides,total_sulfur_dioxide,num_num,monotonic,spearmanr,0.36977565387783434,rho,1.518843025135596e-111,3428,
chlorides,density,num_num,monotonic,spearmanr,0.5083801294077132,rho,9.509959466714733e-225,3428,
chlorides,ph,num_num,monotonic,spearmanr,-0.05378013380339782,rho,0.001633202150209355,3428,
chlorides,sulphates,num_num,monotonic,spearmanr,0.09183433507625548,rho,7.19454394867309e-08,3428,
chlorides,alcohol,num_num,monotonic,spearmanr,-0.5678868590812163,rho,5.4022584158774895e-292,3428,
chlorides,quality,num_num,monotonic,spearmanr,-0.31486113400440985,rho,9.231027338928411e-80,3428,
free_sulfur_dioxide,total_sulfur_dioxide,num_num,linear,pearsonr,0.6118955889221536,r,0.0,3428,
free_sulfur_dioxide,density,num_num,monotonic,spearmanr,0.3348829366946982,rho,1.309851707101754e-90,3428,
free_sulfur_dioxide,ph,num_num,linear,pearsonr,0.004641917088650124,r,0.7858661381462984,3428,
free_sulfur_dioxide,sulphates,num_num,linear,pearsonr,0.04710232192039447,r,0.005809842368652578,3428,
free_sulfur_dioxide,alcohol,num_num,linear,pearsonr,-0.257116553963871,r,6.919082487412812e-53,3428,
free_sulfur_dioxide,quality,num_num,linear,pearsonr,0.024572433016316286,r,0.15032430339923247,3428,
total_sulfur_dioxide,density,num_num,monotonic,spearmanr,0.5642449678760572,rho,1.7745630004832025e-287,3428,
total_sulfur_dioxide,ph,num_num,linear,pearsonr,0.004976094574813915,r,0.7708666028102261,3428,
total_sulfur_dioxide,sulphates,num_num,linear,pearsonr,0.1219375149563633,r,7.865660016445878e-13,3428,
total_sulfur_dioxide,alcohol,num_num,linear,pearsonr,-0.45098851927546885,r,2.0569745415955888e-171,3428,
total_sulfur_dioxide,quality,num_num,linear,pearsonr,-0.16221131880512266,r,1.209545176214187e-21,3428,
density,ph,num_num,monotonic,spearmanr,-0.11226169616162504,rho,4.360764773266591e-11,3428,
density,sulphates,num_num,monotonic,spearmanr,0.09285070766467743,rho,5.148243112614947e-08,3428,
density,alcohol,num_num,monotonic,spearmanr,-0.8199793849342094,rho,0.0,3428,
density,quality,num_num,monotonic,spearmanr,-0.3495208407896786,rho,4.5349760884978225e-99,3428,
ph,sulphates,num_num,linear,pearsonr,0.1576575251701295,r,1.6099709415550576e-20,3428,
ph,alcohol,num_num,linear,pearsonr,0.13005966071934294,r,2.096090515130774e-14,3428,
ph,quality,num_num,linear,pearsonr,0.10846998078496195,r,1.92384181639032e-10,3428,
sulphates,alcohol,num_num,linear,pearsonr,-0.023274960473357573,r,0.17306660080332978,3428,
sulphates,quality,num_num,linear,pearsonr,0.06278845423387719,r,0.000234611450874189,3428,
alcohol,quality,num_num,linear,pearsonr,0.4335284827179385,r,4.121317346151287e-157,3428,
