var1,var2,type,relationship,test,effect,effect_name,p_value,n,notes,adjusted_p,significant
residual_sugar,free_sulfur_dioxide,num_num,monotonic,spearmanr,0.0461316504191795,rho,0.1230086445264846,1119,,0.15612635651438428,False
residual_sugar,total_sulfur_dioxide,num_num,monotonic,spearmanr,0.1190027782241487,rho,6.591877269699261e-05,1119,,0.00010876597495003781,True
residual_sugar,density,num_num,monotonic,spearmanr,0.4288337716133349,rho,2.837740254483045e-51,1119,,2.0810095199542329e-50,True
residual_sugar,ph,num_num,monotonic,spearmanr,-0.0803177282883315,rho,0.0071862903392205,1119,,0.009881149216428188,True
residual_sugar,sulphates,num_num,monotonic,spearmanr,0.0354645477376151,rho,0.2358641566571475,1119,,0.28303698798857696,False
residual_sugar,alcohol,num_num,monotonic,spearmanr,0.1292975565457055,rho,1.4340549942128567e-05,1119,,2.490727095211804e-05,True
residual_sugar,quality,num_num,monotonic,spearmanr,0.0350630916775414,rho,0.2412127208801932,1119,,0.2842864210373705,False
chlorides,free_sulfur_dioxide,num_num,monotonic,spearmanr,-0.0112047511761994,rho,0.7081007181319284,1119,,0.7081007181319284,False
chlorides,total_sulfur_dioxide,num_num,monotonic,spearmanr,0.114992463238548,rho,0.000115653398734,1119,,0.00018617376381570733,True
chlorides,density,num_num,monotonic,spearmanr,0.3814094992307682,rho,4.602236940441982e-40,1119,,2.53123031724309e-39,True
chlorides,ph,num_num,monotonic,spearmanr,-0.2323873655188116,rho,3.461426662362217e-15,1119,,1.0384279987086651e-14,True
chlorides,sulphates,num_num,monotonic,spearmanr,-0.0347183405817282,rho,0.2458734054031602,1119,,0.2846955220457644,False
chlorides,alcohol,num_num,monotonic,spearmanr,-0.2680794369110797,rho,7.162927013475777e-20,1119,,2.626406571607785e-19,True
chlorides,quality,num_num,monotonic,spearmanr,-0.2024670139709405,rho,8.133984106287231e-12,1119,,1.9883072259813233e-11,True
free_sulfur_dioxide,total_sulfur_dioxide,num_num,monotonic,spearmanr,0.7983866988959762,rho,2.520844372544126e-248,1119,,1.6637572858791233e-246,True
free_sulfur_dioxide,density,num_num,monotonic,spearmanr,-0.0304074225703907,rho,0.3095004694104163,1119,,0.3521901893290944,False
free_sulfur_dioxide,ph,num_num,monotonic,spearmanr,0.1042995750890718,rho,0.0004747578748757,1119,,0.00071213681231355,True
free_sulfur_dioxide,sulphates,num_num,monotonic,spearmanr,0.0362400763502688,rho,0.2257703451584805,1119,,0.27594153297147617,False
free_sulfur_dioxide,alcohol,num_num,monotonic,spearmanr,-0.1056954324168691,rho,0.0003976490139685,1119,,0.0006103449981842093,True
free_sulfur_dioxide,quality,num_num,monotonic,spearmanr,-0.0645419154370468,rho,0.0308610849804416,1119,,0.04073663217418291,True
total_sulfur_dioxide,density,num_num,monotonic,spearmanr,0.131778184691075,rho,9.75449885372034e-06,1119,,1.7399916874203846e-05,True
total_sulfur_dioxide,ph,num_num,monotonic,spearmanr,-0.0175183311747618,rho,0.5582763180119009,1119,,0.5668651844428533,False
total_sulfur_dioxide,sulphates,num_num,monotonic,spearmanr,-0.0175446990664721,rho,0.5576840516002712,1119,,0.5668651844428533,False
total_sulfur_dioxide,alcohol,num_num,monotonic,spearmanr,-0.2777037879915567,rho,2.9072377425478828e-21,1119,,1.1286923000480015e-20,True
total_sulfur_dioxide,quality,num_num,monotonic,spearmanr,-0.2095019044214314,rho,1.4518576298532113e-12,1119,,3.832904142812478e-12,True
density,ph,num_num,linear,pearsonr,-0.3290855258208079,r,1.1357654324041925e-29,1119,,4.9973679025784474e-29,True
density,sulphates,num_num,monotonic,spearmanr,0.1417331134124094,rho,1.936617243491702e-06,1119,,3.5504649464014536e-06,True
density,alcohol,num_num,linear,pearsonr,-0.4729671447487013,r,1.922305743678709e-63,1119,,1.585902238534935e-62,True
density,quality,num_num,linear,pearsonr,-0.1886802496600566,r,1.9940398874243943e-10,1119,,4.1127072678128133e-10,True
ph,sulphates,num_num,monotonic,spearmanr,-0.0570552776740557,rho,0.0563907703034249,1119,,0.07297629098090282,False
ph,alcohol,num_num,linear,pearsonr,0.1974474133176481,r,2.678863246059874e-11,1119,,6.31446336571256e-11,True
ph,quality,num_num,linear,pearsonr,-0.0268497447328108,r,0.3695476362695645,1119,,0.4065023998965209,False
sulphates,alcohol,num_num,monotonic,spearmanr,0.2434496149811691,rho,1.4663555854601892e-16,1119,,4.608546125732024e-16,True
sulphates,quality,num_num,monotonic,spearmanr,0.3893701392770793,rho,8.057004148447986e-42,1119,,5.31762273797567e-41,True
alcohol,quality,num_num,linear,pearsonr,0.4920335659065443,r,2.81070653636397e-69,1119,,2.650094734286029e-68,True
