var1,var2,type,relationship,test,effect,effect_name,p_value,n,notes,adjusted_p,significant
capital_gain,native_country,num_cat,group_difference,skipped,,eta2,,22792,too_many_categories_42,,False
capital_gain,income,num_cat,group_difference,mannwhitneyu,0.1780386005964663,rank_biserial,0.0,22792,nonparametric_preferred,0.0,True
capital_loss,workclass,num_cat,group_difference,kruskal,0.002264588311275,eta2_approx,1.2633557516886409e-07,22792,nonparametric_preferred,1.4193255975761276e-07,True
capital_loss,education,num_cat,group_difference,kruskal,0.0119877444609778,eta2_approx,9.377402818034345e-44,22792,nonparametric_preferred,1.3989240269526646e-43,True
capital_loss,marital_status,num_cat,group_difference,kruskal,0.0077769286361757,eta2_approx,5.340436475334314e-32,22792,nonparametric_preferred,7.253428645603322e-32,True
capital_loss,occupation,num_cat,group_difference,kruskal,0.0079703858593857,eta2_approx,4.925902415809935e-31,22792,nonparametric_preferred,6.592016468216236e-31,True
capital_loss,relationship,num_cat,group_difference,kruskal,0.008551830628227,eta2_approx,2.83667715342575e-36,22792,nonparametric_preferred,4.097422554948305e-36,True
capital_loss,race,num_cat,group_difference,kruskal,0.0007413285650479,eta2_approx,0.0026715833858065,22792,nonparametric_preferred,0.0028269080012603663,True
capital_loss,sex,num_cat,group_difference,mannwhitneyu,0.0188558289438174,rank_biserial,3.94704537487773e-10,22792,nonparametric_preferred,4.6048862706906854e-10,True
capital_loss,native_country,num_cat,group_difference,skipped,,eta2,,22792,too_many_categories_42,,False
capital_loss,income,num_cat,group_difference,mannwhitneyu,0.0696563656045243,rank_biserial,1.9646679617326023e-98,22792,nonparametric_preferred,3.886625750384061e-98,True
hours_per_week,workclass,num_cat,group_difference,kruskal,0.0481790373745804,eta2_approx,2.8027195957894104e-225,22792,nonparametric_preferred,8.501582773894544e-225,True
hours_per_week,education,num_cat,group_difference,kruskal,0.0397674685092749,eta2_approx,4.617212305545074e-218,22792,nonparametric_preferred,1.3553752251761348e-217,True
hours_per_week,marital_status,num_cat,group_difference,kruskal,0.0636390802136975,eta2_approx,0.0,22792,nonparametric_preferred,0.0,True
hours_per_week,occupation,num_cat,group_difference,kruskal,0.0933259135875453,eta2_approx,0.0,22792,nonparametric_preferred,0.0,True
hours_per_week,relationship,num_cat,group_difference,kruskal,0.0974004405094433,eta2_approx,0.0,22792,nonparametric_preferred,0.0,True
hours_per_week,race,num_cat,group_difference,kruskal,0.0027996214994631,eta2_approx,4.048002165882669e-33,22792,nonparametric_preferred,5.667203032235737e-33,True
hours_per_week,sex,num_cat,group_difference,mannwhitneyu,0.3117902349438776,rank_biserial,0.0,22792,nonparametric_preferred,0.0,True
hours_per_week,native_country,num_cat,group_difference,skipped,,eta2,,22792,too_many_categories_42,,False
hours_per_week,income,num_cat,group_difference,mannwhitneyu,0.3477285061026011,rank_biserial,0.0,22792,nonparametric_preferred,0.0,True
workclass,education,cat_cat,association,chi2,0.1011445359600935,cramers_v,1.11551958077057e-310,22792,sparse_table_expected_counts_low,3.90431853269697e-310,True
workclass,marital_status,cat_cat,association,chi2,0.0833791119933259,cramers_v,5.448630706643135e-168,22792,sparse_table_expected_counts_low,1.3772927619570145e-167,True
workclass,occupation,cat_cat,association,chi2,0.4002263770374766,cramers_v,0.0,22792,sparse_table_expected_counts_low,0.0,True
workclass,relationship,cat_cat,association,chi2,0.0993293229459869,cramers_v,1.0584760563510305e-209,22792,sparse_table_expected_counts_low,3.010041285248243e-209,True
workclass,race,cat_cat,association,chi2,0.0601567125612103,cramers_v,3.4977112960492923e-51,22792,,5.487788412766994e-51,True
workclass,sex,cat_cat,association,chi2,0.1563011741007188,cramers_v,4.475513787419548e-115,22792,,9.696946539409021e-115,True
workclass,native_country,cat_cat,association,skipped,,cramers_v,,22792,too_many_categories_9x42,,False
workclass,income,cat_cat,association,chi2,0.1812870523327691,cramers_v,1.9485010793911903e-156,22792,,4.666147321699955e-156,True
education,marital_status,cat_cat,association,chi2,0.0933045836524225,cramers_v,1.4997661760896746e-191,22792,sparse_table_expected_counts_low,4.014080059534129e-191,True
education,occupation,cat_cat,association,chi2,0.1883594879886924,cramers_v,0.0,22792,,0.0,True
education,relationship,cat_cat,association,chi2,0.1232109432897781,cramers_v,1.576997063185e-311,22792,,5.740269309994e-311,True
education,race,cat_cat,association,chi2,0.0755825499031132,cramers_v,1.1599704102361713e-74,22792,sparse_table_expected_counts_low,1.991647308141351e-74,True
education,sex,cat_cat,association,chi2,0.0974196544386,cramers_v,1.0111173826269925e-37,22792,,1.4840593841783277e-37,True
education,native_country,cat_cat,association,skipped,,cramers_v,,22792,too_many_categories_16x42,,False
education,income,cat_cat,association,chi2,0.3705170919023809,cramers_v,0.0,22792,,0.0,True
marital_status,occupation,cat_cat,association,chi2,0.1327442513844442,cramers_v,0.0,22792,sparse_table_expected_counts_low,0.0,True
marital_status,relationship,cat_cat,association,chi2,0.4890658902570555,cramers_v,0.0,22792,,0.0,True
marital_status,race,cat_cat,association,chi2,0.0824137716645477,cramers_v,2.25132463807316e-115,22792,,4.996842489381891e-115,True
marital_status,sex,cat_cat,association,chi2,0.467614054735624,cramers_v,0.0,22792,,0.0,True
marital_status,native_country,cat_cat,association,skipped,,cramers_v,,22792,too_many_categories_7x42,,False
marital_status,income,cat_cat,association,chi2,0.4511018202864941,cramers_v,0.0,22792,,0.0,True
occupation,relationship,cat_cat,association,chi2,0.1788661456434009,cramers_v,0.0,22792,,0.0,True
occupation,race,cat_cat,association,chi2,0.0803445804541171,cramers_v,7.351980205065293e-90,22792,,1.3938129138769619e-89,True
occupation,sex,cat_cat,association,chi2,0.4246729212235943,cramers_v,0.0,22792,,0.0,True
occupation,native_country,cat_cat,association,skipped,,cramers_v,,22792,too_many_categories_15x42,,False
occupation,income,cat_cat,association,chi2,0.3530061096835622,cramers_v,0.0,22792,,0.0,True
relationship,race,cat_cat,association,chi2,0.0954373734239173,cramers_v,4.9912573796469116e-163,22792,,1.227579517696943e-162,True
relationship,sex,cat_cat,association,chi2,0.6493196852179826,cramers_v,0.0,22792,,0.0,True
relationship,native_country,cat_cat,association,skipped,,cramers_v,,22792,too_many_categories_6x42,,False
relationship,income,cat_cat,association,chi2,0.4569347743203357,cramers_v,0.0,22792,,0.0,True
race,sex,cat_cat,association,chi2,0.1172658766691258,cramers_v,1.379496411162047e-66,22792,,2.3247069151064127e-66,True
race,native_country,cat_cat,association,skipped,,cramers_v,,22792,too_many_categories_5x42,,False
race,income,cat_cat,association,chi2,0.0978156303127973,cramers_v,4.8742165926721925e-46,22792,,7.392561832219492e-46,True
sex,native_country,cat_cat,association,skipped,,cramers_v,,22792,too_many_categories_2x42,,False
sex,income,cat_cat,association,chi2,0.2149546333169911,cramers_v,5.118439702888252e-231,22792,,1.6061310791821758e-230,True
native_country,income,cat_cat,association,skipped,,cramers_v,,22792,too_many_categories_42x2,,False
